-2.000000000000000000e+01,-7.081708586105574632e+00
-1.979899497487437188e+01,-7.060824521330005155e+00
-1.959798994974874375e+01,-7.039721629734386532e+00
-1.939698492462311563e+01,-7.018395310872919346e+00
-1.919597989949748751e+01,-6.996840818820916574e+00
-1.899497487437185939e+01,-6.975053256027250903e+00
-1.879396984924623126e+01,-6.953027566841615048e+00
-1.859296482412060314e+01,-6.930758530695935171e+00
-1.839195979899497502e+01,-6.908240754917759574e+00
-1.819095477386934689e+01,-6.885468667151802613e+00
-1.798994974874371877e+01,-6.862436507363991467e+00
-1.778894472361809065e+01,-6.839138319400434263e+00
-1.758793969849246253e+01,-6.815567942071612428e+00
-1.738693467336683440e+01,-6.791718999729771333e+00
-1.718592964824120628e+01,-6.767584892304983057e+00
-1.698492462311557816e+01,-6.743158784762626645e+00
-1.678391959798995003e+01,-6.718433595942040704e+00
-1.658291457286432191e+01,-6.693401986732853359e+00
-1.638190954773869379e+01,-6.668056347541948981e+00
-1.618090452261306567e+01,-6.642388785000156837e+00
-1.597989949748743754e+01,-6.616391107853488052e+00
-1.577889447236180942e+01,-6.590054811979145555e+00
-1.557788944723618130e+01,-6.563371064461412274e+00
-1.537688442211055317e+01,-6.536330686656984135e+00
-1.517587939698492505e+01,-6.508924136173194874e+00
-1.497487437185929693e+01,-6.481141487675899704e+00
-1.477386934673366881e+01,-6.452972412436388083e+00
-1.457286432160804068e+01,-6.424406156518657873e+00
-1.437185929648241256e+01,-6.395431517499416962e+00
-1.417085427135678444e+01,-6.366036819603460017e+00
-1.396984924623115631e+01,-6.336209887126186047e+00
-1.376884422110552819e+01,-6.305938016003199031e+00
-1.356783919597990007e+01,-6.275207943373752428e+00
-1.336683417085427195e+01,-6.244005814970335244e+00
-1.316582914572864382e+01,-6.212317150150666656e+00
-1.296482412060301570e+01,-6.180126804370703830e+00
-1.276381909547738758e+01,-6.147418928877685040e+00
-1.256281407035175945e+01,-6.114176927380607474e+00
-1.236180904522613133e+01,-6.080383409431616926e+00
-1.216080402010050321e+01,-6.046020140225285999e+00
-1.195979899497487331e+01,-6.011067986493478621e+00
-1.175879396984924519e+01,-5.975506858141054423e+00
-1.155778894472361706e+01,-5.939315645231829421e+00
-1.135678391959798894e+01,-5.902472149894561149e+00
-1.115577889447236082e+01,-5.864953012674972932e+00
-1.095477386934673270e+01,-5.826733632811536445e+00
-1.075376884422110457e+01,-5.787788081859593703e+00
-1.055276381909547645e+01,-5.748089010030029478e+00
-1.035175879396984833e+01,-5.707607544544758937e+00
-1.015075376884422020e+01,-5.666313179241600828e+00
-9.949748743718592081e+00,-5.624173654585514548e+00
-9.748743718592963958e+00,-5.581154827161727283e+00
-9.547738693467335835e+00,-5.537220527639474810e+00
-9.346733668341707713e+00,-5.492332406103606957e+00
-9.145728643216079590e+00,-5.446449763556826973e+00
-8.944723618090451467e+00,-5.399529368300082233e+00
-8.743718592964823344e+00,-5.351525255806611980e+00
-8.542713567839195221e+00,-5.302388510621866224e+00
-8.341708542713567098e+00,-5.252067028755561751e+00
-8.140703517587938975e+00,-5.200505258995707258e+00
-7.939698492462310853e+00,-5.147643921585300042e+00
-7.738693467336682730e+00,-5.093419702786006198e+00
-7.537688442211054607e+00,-5.037764924045858628e+00
-7.336683417085426484e+00,-4.980607184841598034e+00
-7.135678391959798361e+00,-4.921868978854496923e+00
-6.934673366834170238e+00,-4.861467284066254280e+00
-6.733668341708542115e+00,-4.799313128778280202e+00
-6.532663316582913993e+00,-4.735311137676495363e+00
-6.331658291457285870e+00,-4.669359065189377489e+00
-6.130653266331657747e+00,-4.601347327955668476e+00
-5.929648241206029624e+00,-4.531158554856800968e+00
-5.728643216080401501e+00,-4.458667182680476238e+00
-5.527638190954773378e+00,-4.383739139369717819e+00
-5.326633165829145256e+00,-4.306231676863819580e+00
-5.125628140703517133e+00,-4.225993444491755291e+00
-4.924623115577889010e+00,-4.142864935710181662e+00
-4.723618090452260887e+00,-4.056679501456118331e+00
-4.522613065326632764e+00,-3.967265210857884306e+00
-4.321608040201004641e+00,-3.874447966525301545e+00
-4.120603015075376518e+00,-3.778056464191343000e+00
-3.919597989949746619e+00,-3.677929848868922047e+00
-3.718592964824118496e+00,-3.573929293819559483e+00
-3.517587939698490374e+00,-3.465955254513718220e+00
-3.316582914572862251e+00,-3.353972870841878784e+00
-3.115577889447234128e+00,-3.238048937412276729e+00
-2.914572864321606005e+00,-3.118405007084665392e+00
-2.713567839195977882e+00,-2.995492351843080936e+00
-2.512562814070349759e+00,-2.870095124519957963e+00
-2.311557788944721636e+00,-2.743466840014189945e+00
-2.110552763819093514e+00,-2.617499599805623411e+00
-1.909547738693465391e+00,-2.494910899884737354e+00
-1.708542713567837268e+00,-2.379403965250140196e+00
-1.507537688442209145e+00,-2.275712762537315026e+00
-1.306532663316581022e+00,-2.189396798326751714e+00
-1.105527638190952899e+00,-2.126250477514081805e+00
-9.045226130653247765e-01,-2.091308677706231300e+00
-7.035175879396966536e-01,-2.087683787014742443e+00
-5.025125628140685308e-01,-2.115712908394792091e+00
-3.015075376884404079e-01,-2.172859484202695146e+00
-1.005025125628122851e-01,-2.254424765031228350e+00
1.005025125628158378e-01,-2.354687383053230665e+00
3.015075376884439606e-01,-2.467967271314414290e+00
5.025125628140720835e-01,-2.589313452049658348e+00
7.035175879397002063e-01,-2.714786549449532238e+00
9.045226130653283292e-01,-2.841457430904921644e+00
1.105527638190956452e+00,-2.967263379911309951e+00
1.306532663316584575e+00,-3.090822048961275215e+00
1.507537688442212698e+00,-3.211256151341821408e+00
1.708542713567840821e+00,-3.328049168005152048e+00
